rec_id,given_name,surname,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
rec-1469-dup-1,tate,broaby,davies place,glanworths tation,colonel ligjt gardens,2226,nsw,19190411,7838917
rec-1394-dup-0,larsisa,bradshaw,blamey crescent,longridge,dulwich hill,2153,qld,,1828283
rec-1904-dup-0,cameron,bisohp,chillagoestreet,editshh all,numeralla,6152,sa,19720319,8928429
rec-662-dup-4,james,warneke,namadgi circuit,carrangrra,dalby,3000,nsw,19171112,5449129
rec-127-org,sophie,nguyen,belmore garden,palm lake resort,cooran,6083,qld,19960316,7719700
rec-120-org,caitlin,quill,mount vernon drive,ulah,plumpton,2705,vic,19880519,9429371
rec-85-dup-2,zane,wilkins,jervois street,cerbrus,coolaroo,6280,nsw,19471017,7918563
rec-83-org,freya,harslett,lilley street,spring creek,toormina,2615,tas,19950228,3045942
rec-759-org,samuel,green,blackman crescent,rainbow downs,ormond,810,nsw,19020601,3852267
rec-169-dup-2,kimberly,pavli,pennefathr street,,north sydney,3057,nsw,19600628,1529118
rec-522-org,xavier,white,o'hagan street,willow wood,mill park,2232,vic,19900219,7199319
rec-1498-dup-3,isabelle,kaminskas,isis close,westholme,port aucusta,2765,qld,19060622,5344955
rec-478-dup-0,victora,dixon,cooney court,loma l nagie,hackh am,3156,nsw,19220922,4788064
rec-827-org,matilda,fokeas,wallaroo road,iron shoe lodge,wantirna,3028,nsw,19830104,4406459
rec-1686-org,alexandra,ferris,gledden street,mount beevor,tatura,3658,nsw,19790807,7258596
rec-921-dup-1,nathan,daehn,sternberg rescent,homevale,adamstgwn,2617,vic,19110417,4227775
rec-1969-org,maliah,rickett,sinclair street,brumby's run,salisbury east,3070,nsw,19040824,3712385
rec-1129-org,liam,campbell,solomon crescent,,bangor,3073,wa,19830411,1726945
rec-1290-dup-2,jaems,mccarthy,tillyard drive,amherst village,,5268,qld,19350714,6283744
rec-1152-dup-4,rosie,reid,,,bayswate rnorth,3128,vic,19980402,6892786
rec-1506-dup-0,katez,wheatley,tanderrz crescent,the willows,forest hill,2472,tas,19560728,5603742
rec-514-org,blake,seppelt,dobell circuit,entry daniels s street,crookwell,3108,vic,19950923,5169804
rec-1726-dup-1,thomas,alagich,crago place,countryd club,toorak,2316,sa,,3790868
rec-24-dup-0,finey,vincent,galway place,pieracle,,2420,vic,19900423,9566651
rec-1827-org,holly,lock,charteris crescent,arrow park,bateman,2151,vic,19830510,6133226
rec-175-dup-0,bailee,crouc,tompsitytbcourt,rosetta vyillage,wamberal,4405,wa,19220325,8635129
rec-1740-dup-2,mitchell,boyld,crozier circuit,kinross street,spearwood,2640,sa,19860317,5796583
rec-71-dup-1,lauern,paine,mcvey olace,yambira,helidon,2463,qld,19404502,4517134
rec-1004-org,tayla,green,kambalda crescent,ambervale,bonville,2905,vic,19310715,2230673
rec-582-dup-3,laurdn,crea,city walk,sit 9,athol rpark,3081,vic,19960613,1646449
rec-1388-org,nicola,collier,schaffer place,mt sturt,sheidow park,2089,nsw,19420623,8536431
rec-1047-dup-1,alexander,ryan,dallasplace,the villas north,surfers paradise,2570,qld,19160508,6494629
rec-561-dup-2,,fimeri,burdett crescent,starcourtbarcade,wilson,6168,act,19930529,2625486
rec-1515-org,indiana,ryan,brimage place,dudley specialist medical centre,kangaroo flat,3193,nsw,19770224,8553719
rec-618-dup-2,isabella,hendricks,colborne place,dog rock shopping centre,north ryde,2000,nsw,,9899655
rec-505-org,samuel,stephenson,hirschfeld crescent,bandicoot ridge,north ryde,4425,vic,19970715,8717077
rec-530-dup-1,jack,facci,packerstreet,somerton park,belrose,3086,sa,19960816,1697247
rec-576-dup-1,jessica,smallacombe,eve place,ellerlee,lower chittering,5540,vic,19060713,6942191
rec-1517-dup-4,elizabeeth,bartel,garrad court,st helens pas toral co,broken hill,2449,vic,19831127,1042252
rec-1895-dup-0,holly,shepherd,stillwell place,elton,albion park rail,6210,vic,19800323,4620818
rec-42-org,matilda,kovacic,hawker street,kilvinton village,kangaroo flat,2611,vic,19760510,2724779
rec-1334-dup-1,jared,wytkin,belfieldcrescent,rowethorpe,bundaberg,5081,,19831025,2988806
rec-539-dup-2,emiily,skeen,belconnen way,locatiln 6656,templrs,2133,sa,19390184,4133934
rec-595-dup-1,lowe,ebony,fox place,cooeebpalms,gerogery,4702,nt,19291003,1515266
rec-1014-dup-0,michael,laveryy,lenehan street,senn ocke,suffolk park,2208,vic,19631213,9807797
rec-1471-org,amy,fatale,diamond street,mount sandiman,eastwood,2060,vic,19210527,6704141
rec-361-dup-2,millane,mccathy,alfred hill drive,hold fast shores,mortlake,2032,wa,19630818,6220857
rec-577-dup-2,hugo,manson,cox street,milpara,mount eliza,2530,qld,,2042233
rec-1616-org,joshua,,david street,,long jetty,6630,nsw,19410614,7166687
rec-823-org,nicole,bridgeland,mctaggart crescent,moama,hamilton,6069,nsw,,6831450
rec-1337-dup-1,,prise,banks xtreet,,malverneast,4579,act,19160503,4665603
rec-635-dup-1,jacob,stoneman,balsillie crescent,emubale,bilbul,4226,wa,19920924,1597681
rec-1061-dup-0,brodir,coulgson,kirwan circuit,mason street,monto,6076,nsw,19220722,3079148
rec-1364-dup-4,demie,madigan,fawkner street,everreen,bunyip,6076,sa,19940729,5071854
rec-1473-dup-1,jessj,,baldwin drive,anzac house (cnr archer s street,mansfield,2500,nsw,19760607,9948416
rec-1001-org,casey,pacey,officer crescent,ken hunter lodge,carlingford,6105,wa,19220930,1859104
rec-1995-org,george,ferrar,ballumbir street,rich meadows,highgate,4558,nsw,19510224,8454781
rec-1132-org,mitchell,waller,brewster place,osborne house,toowoomba,4740,sa,19371230,3773290
rec-374-dup-0,hollby,webb,vansittart crescent,mannafieldss farm,coomallo,3047,wa,19361103,6664841
rec-442-org,connor,bishop,mackinnon street,jarrah,aspley,6052,nsw,19200417,8870167
rec-981-dup-4,benedict,white,summervillecrescent,huntawyle,avondale heights,4560,wa,19380327,1480251
rec-1039-dup-0,angus,roas,gormansto crescent,mlc centre,kiruwah,3350,sa,19250817,2655081
rec-1298-org,tenille,swiggs,verbrugghen street,gallagher hse,artarmon,7300,qld,19730510,6436926
rec-1444-dup-1,diaond,dooldy,ashburton icrcuit,,ryde,6025,qld,19371212,5854405
rec-1048-dup-1,bailee,bevis,fitzsimm osns street,sovereign court,rochester,2620,vic,19650507,1266796
rec-1901-dup-1,casey,vitkunads,jones pljace,karinga park,emmaville,2346,tsa,19551102,2474313
rec-370-org,josephine,green,merv waite street,coaling,condell park,2750,vic,19510121,3172909
rec-56-dup-2,maroc,malezka,winrae,genoa street,exeter,2251,vic,19391223,9918586
rec-79-dup-1,,haack,castleton crescent,foxlea,possum creek,3123,vic,,4953359
rec-1277-dup-1,emiily,gamlin,canning street,villa 183,mosman,7262,sa,19091023,6693641
rec-373-dup-1,joshua,harbottle,uralgur ral,mainwaring fich circuit,belmont,5098,qld,19930324,2785166
rec-8-dup-3,blake,bristow,archibaldd tsreet,,cleveland,2148,nsw,19540515,9773077
rec-1009-org,alex,kranz,ogden close,aintree,kirribilli,5290,vic,19951022,8620763
rec-216-dup-0,keeley,felmindgham,angliss place,cranbrook,annandale,2640,wa,19860811,5148092
rec-1692-org,sean,shepherd,beazley crescent,tintagel,broadford,4067,act,19561005,2726910
rec-765-dup-0,bianca,wyllie,folingsbystreet,villa 3,woodcroft,3196,sa,19521130,6347027
rec-885-dup-2,stella,chandler,letters street,rosetta ivllage,coffs harbour,6304,vic,19741215,8164610
rec-1027-org,nathan,smallacombe,guthridge crescent,red cross units,sandy bay,6056,sa,19241223,7522263
rec-1175-dup-1,tabktha,mcgirr,longerenong street,,barmera,4218,,19221120,6798307
rec-1457-org,karli,millar,bonney street,st francis vlge,preston,4814,vic,19730813,3731194
rec-1873-org,samuel,rosa,parsons street,wyuna,mittagong,2551,nsw,19560724,9531130
rec-434-org,connor,moody,ballumbir street,pontresina,wallsend,3243,sa,19841213,2509729
rec-962-dup-0,willian,carrsill,costello circuit,old postoffice,darlington,2830,nsw,19110316,6580585
rec-202-dup-3,elizabeth,stephenson,hallen close,warra,kununurra,4127,nsw,19121119,4481240
rec-481-org,edward,daloia,geeves court,john flynn medical centre,frankston,2146,vic,19260410,9952484
rec-833-org,william,furness,dexter street,strenarea,westmeadows,4568,sa,19021005,6115098
rec-632-dup-0,clain,entr esz,ringrosecrescent,jingraa,cairns,6033,nsw,19900120,5070905
rec-624-dup-1,daniel,jardnie,lanley square,,normanton,2580,act,19331130,1885743
rec-1365-org,solomon,abourjeili,ellerston avenue,southern cross,attwood,3044,vic,19551019,8381808
rec-1182-dup-0,samantha,forshaw,mcmillan crescent,tarpwong,thebarton,3178,nsw,19420906,8586103
rec-202-dup-0,elizabeth,stephenson,hallen close,warfa,kununurra,4147,nsw,19121119,4481240
rec-1546-dup-0,sam,webb,bacchus circuit,lakewood estate,dianella,3724,nsw,19970913,7194532
rec-1632-org,sam,stephenson,geeves court,mossburn,logan reserve,4160,qld,19300207,7577085
rec-1040-dup-1,matilda,mestrv,house circuit,retirement village,taringa,3802,qld,19801119,2563135
rec-919-dup-1,graec,masonx,henty street,,port macquarie,2370,tas,19200330,6370721
rec-1824-org,nathan,coffey,chipperfield circuit,larnach,jan juc,4152,sa,19661029,6450962
rec-639-dup-1,emmet,george,curtin shoping centre,palm lake rseort,newington,4860,wa,19860896,4029448
rec-371-dup-1,melinda,walch,rene street,cresde n 12182,toowong,2549,vic,19220419,4495651
rec-260-dup-0,robin,morrison,markham street,balmai n ncove,broadmeadows,6169,vic,19250124,8539119
rec-1111-dup-4,jasmine,sach,goble street,renown,gawler qest,2031,nsw,19791109,2530372
rec-1227-dup-0,kira,blowexs,goyder street,bellfield,davistown,2166,sa,19890603,1610583
rec-1707-org,,gillard,matina street,sun city resort,ascot park,4107,wa,19760203,9419843
rec-1298-dup-1,tenille,swiggs,verbruggh en street,gallagher hse,artarmon,7300,qld,19730510,6436926
rec-161-dup-2,blake,thiessen,kilburn close,,surfers paradise,2576,nsw,19210321,9632907
rec-1220-dup-1,shana,kowald,dookie street,locn24,port mdcquarie,2586,sa,19200305,2522502
rec-716-org,kira,terend,barada crescent,,dulwich hill,2529,nsw,19250222,3054502
rec-985-dup-3,felicity,pulford,federalhighway,argyle,charlestown,4125,qld,19860610,2661643
rec-56-dup-0,marco,maleszka,genoa vstreet,winrae,yangebup,2251,vic,19391223,9915886
rec-582-dup-4,lauren,crwea,sit 9,city walk,athol park,3081,vic,19960613,1646449
rec-1646-dup-2,futcher,grace,burt steret,clear creek,mentone,6023,nsw,19361127,2332344
rec-1588-org,blade,crossman,rocklands street,hazelwood garden,highton,3996,vic,19490414,4302040
rec-954-dup-3,jack,mcgurk,marrawah rtreet,,pullenvale,3462,nsw,19940814,7084883
rec-959-dup-0,brooke,wylie,rumker place,,woodrcoft,4655,nsw,19700409,4282147
rec-278-dup-3,sidonie,ebert,garrattjstreet,braeburn,aspley,2024,vic,19710327,2510937
rec-1218-dup-0,kathledn,povez,ashburner street,rsde6 68,revesby,2902,nsw,19710923,9885750
rec-968-dup-0,ryan,matthews,leist stfreet,,torquay,3549,wa,19330505,6234085
rec-1424-org,hannah,carbone,officer crescent,wellshot,blackmans bay,2227,vic,19090326,1948811
rec-1940-dup-3,leslie,emiily,tamar arcade,medley street,athelnstone,4380,sa,19900328,5816513
rec-555-org,samuel,shepherd,nichols street,yarramac,moranbah,2659,qld,,7108333
rec-1523-dup-0,james,ryan,alston street,myliton,lake acthie,4461,wa,19620419,2349088
rec-278-dup-2,helena,ebert,garratt street,braeburn,aspley,2024,vic,19710327,2510937
rec-1621-dup-2,kyle,minards,beetaloo street,old post office,downer,3996,wa,19180430,9745200
rec-635-dup-2,jecob,stoneman,balsillie crescent,emucale,bilbul,4226,wa,19920924,1597681
rec-255-dup-2,zachary,hudd,spofforthstreet,oakleaves,kogarah,2016,qld,19810305,5024676
rec-812-org,jacob,tromp,jansz crescent,,palmerston,2528,vic,19900225,4952852
rec-66-org,max,morrison,yanda street,arlington,moonta,2024,qld,19810825,6404764
rec-624-dup-3,dansiel,jardine,lanle y square,,bargdra,2580,act,19331130,1885743
rec-1773-dup-0,benjamin,etherington,westbury circuit,mallaby,apple tree creek,5045,nsw,,1615398
rec-1694-org,michael,wuchatsch,meehan garden,medical centre,dianella,4700,wa,19190110,1614304
rec-707-org,amelia,struck,winser crescent,pangani,coffs harbour,2250,vic,19640311,7848066
rec-1080-dup-0,lachlan,butr,follett street,,corowa,4605,nsw,19220712,1863874
rec-232-org,jamie,maynard,sexton street,princetown cottage,yangebup,3025,nsw,19870814,9170338
rec-720-org,wil,vincent,slessor crescent,tulliallan,mount isa,2067,nsw,19570306,7747820
rec-1855-dup-1,thomas,simmonds,lyall cerscent,,berrimah,3163,nsw,19590127,2772828
rec-37-dup-2,olivia,artis,marcus clarke street,lake raod,mill park,3173,nsw,19190302,2211444
rec-943-dup-2,william,dowley,terewahcircuit,bringamlong,poolaijelo,4108,sa,19100915,7001131
rec-801-org,briony,dunstone,badham street,attunga orchard,macquarie fields,3190,wa,19340729,7461019
rec-199-dup-0,joshua,morrison,santalun street,sec 202,kyabram,5044,sa,19901109,7276151
rec-309-org,joe,passmore,sullivan crescent,homestead caravn park,mullewa,2502,nsw,19680729,1825863
rec-1674-dup-0,zoed,gajda,eddisonplace,roser ook,concrod,6058,nsw,19600515,2599162
rec-176-dup-3,rosie,quilliam,mcculloch street,brackenvgrae,hurstbridge,5107,sa,19991207,5083417
rec-1004-dup-0,tayla,green,kambalda crescent,ambervale,bonville,2905,vic,19310715,2230673
rec-615-dup-2,jayden,glass,,sec 22,frankston,6210,qld,19640219,6764035
rec-1379-dup-0,oliver,salt,mcmillanprescent,,coffs harbour,7310,qld,19311218,7369494
rec-12-dup-0,barnayb,reid,lakes retkremeent estate,hurley street,kempsey,5162,vic,19981021,5752601
rec-1602-org,stephanie,white,tambo street,dunfield park,eight mile plains,3751,nsw,19460625,9261342
rec-1758-dup-1,joshua,green,hawkesbury crescent,loughmre,penols,6020,qld,19010219,2855631
rec-700-dup-0,white,christian,boolee setreet,noss,,4352,nsw,19491125,2992541
rec-904-dup-3,flyn,cresp,nambucca street,,sandy bay,2768,vic,19761117,4839140
rec-236-dup-0,jack,bridgland,callistercrescent,paradiselake resort,lindfield,5073,nsw,19930210,1346125
rec-1114-org,dante,campbell,scantlebury crescent,,rochester,3011,sa,19570319,7815398
rec-1994-org,aidan,belperio,charlton crescent,openshaw,st clair,4508,nsw,19720503,1268692
rec-1890-dup-0,hilton,talia,rosellastreet,,camperdown,3752,vic,19201213,9206639
rec-567-dup-1,isabella,browne,fincham cerscent,wilga,thebarton,2642,nsw,19210914,2401777
rec-426-dup-2,annabelle,weerta,firbank close,fronda,riverhills,2025,sa,19490420,4285598
rec-992-dup-0,casey,dent,lubuma place,tressing fields,st ives,5171,vic,19210430,8293083
rec-114-org,lachlan,everett,owen dixon drive,lansdowne,yarrawonga,5290,nsw,19260926,3722526
rec-293-dup-0,samuel,voivodich,manton place,brentwo od vlge,buddina,4218,nt,19820724,2733496
rec-302-dup-0,amber,wite,moodie street,degadelga,eaton,2042,nsw,19120819,2839026
rec-35-dup-2,chloe,arneik,nelson place,blue hills,belmont,4883,sa,19000803,4389592
rec-1904-dup-2,cameron,bishop,chillago e street,edith hall,numeralla,6152,sa,19290325,8928429
rec-259-org,paris,rudd,la perouse street,yellow dam,mirboo north,2452,wa,19471029,7004314
rec-1279-org,jordan,white,yerra court,,leichhardt,2155,wa,19371126,3380323
rec-631-org,marcus,reid,geils court,cambri vlge,naremburn,6020,nsw,19400624,3592731
rec-1286-dup-2,benjamin,wbeb,giliruk drescent,cherry court,balwyn north,3622,nsw,19860415,1396032
rec-511-dup-1,ashlie,mason,sinclair street,young retirement village,flagstaff hill,3201,nsw,19540731,4277141
rec-216-dup-3,keeley,felmingham,angliss place,cranbrnook,annandale,2640,nsw,19860811,5148092
rec-1035-dup-1,jaiden,rollins,rossarden street,tulgewyood,balwyn north,2224,nt,19280722,7626396
rec-1421-org,thomas,milburn,sheehy street,witsend,kilcoy,6153,sa,19080629,6861021
rec-1081-dup-0,jordan,vaile,postle circuit,rosewynne,mansfield,4152,qld,19250617,7672358
rec-296-org,emiily,richmond,kalgoorlie crescent,peppertree,lilydale,3031,nsw,19590607,5444497
rec-91-dup-2,emiily,croker,castletonc rescent,montrose,como,4214,nsw,19461118,6056886
rec-1275-dup-0,aalijah,huddy,currong street,chactro,wellingtn point,2232,sa,19960324,1091178
rec-1584-dup-1,patrick,dargaville,rosdeale,ceruttycrescent,st lucia,3364,,19770925,5982994
rec-1883-dup-3,jonai,nguyen,dalley crescent,the palms village,kingaroy,2607,nsw,19591019,9550940
rec-1668-dup-3,emmerson,lock,gordal e,burnie syreet,thursday island,3147,vic,19211129,3901477
rec-799-dup-2,sophie,nicolle,garling street,spring creek,kotar a,4740,nt,19111001,7492384
rec-1123-org,oliver,pennell,hardman street,t int-sect garden,cranbourne,2830,nsw,19880825,9401054
rec-1670-dup-4,novak,benjamni,port jackson circuit,sherw ood,dapot,6163,nt,19010630,6037504
rec-1379-org,oliver,salt,mcmillan crescent,halls of residence monash university,coffs harbour,7310,qld,19311218,7369494
rec-968-org,ryan,matthews,leist street,clarence chambers,torquay,3549,wa,19330505,6234085
rec-1918-dup-2,christopher,coleman,fisk street,shopping centre,north ryde,2710,sa,19940821,7652642
rec-1761-dup-0,joe,hammer,amble side garden,wynn place,burnett heads,2200,qld,19420902,4437138
rec-801-dup-2,briony,dunst ohe,badham street,attunga orchard,macquarie fields,3190,wa,19340729,7461019
rec-623-org,callum,camens,latchford street,northwest medical centre,cloverdale,2481,tas,19810925,5181189
rec-848-org,phoebe,berryman,badimara street,garden est,toronto,3146,qld,19241130,3676248
rec-1251-org,chloe,crossman,shenton crescent,sec 209 clifton farm,south melbourne,2324,vic,19680424,5536009
rec-116-org,carly,hage,tasmania circle,palm lake resort,queenscliff,2121,wa,19710623,3938642
rec-531-dup-0,william,tettmar,horrocks street,leveritt park,baskerville,3781,qld,19610318,7560544
rec-547-org,thomas,pegg,bath place,fourways,irwin,3931,nsw,19980508,2265577
rec-1784-org,matthew,humphreys,adamson crescent,villa 2,mannum,3942,nsw,19770818,9283013
rec-785-dup-1,callu,jankus,mcgivern cfescent,wyncliffe,sylavnia,3187,nsw,19930925,5175345
rec-861-org,natasha,rizzo,aspinall street,locn 105,stanhope gardens,2770,vic,19950211,3892183
rec-1520-org,jack,morcom,schomburgk street,warrumbungle,villawood,3018,tas,19800912,9689848
rec-1072-dup-0,samuel,coleman,backhouse street,barwhalla,quorn,3147,nsw,19541004,8477487
rec-440-org,connor,kang,castles place,glennhill,dunsborough,3228,vic,19630915,6049682
rec-1894-dup-1,liam,shobdn,sheehy street,part set 231,kardiya,3182,qld,19220917,4177703
rec-103-org,briony,koerbin,violet grover place,wybelanah,mill park,2446,nsw,19210210,3808808
rec-1718-dup-0,georgia,ryan,cullen street,balmoral garden,emu plains,4068,nsw,19401127,9581805
rec-1155-dup-2,chelsea,colquhoun,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220,4088606
rec-1285-org,jordan,fostiak,dutton street,munmurra park,lower templestowe,2298,vic,19800425,6808199
rec-914-org,joshua,shepherdson,tenison-woods circuit,boronia lodge,glen innes,5211,qld,19100930,8400597
rec-802-org,jesse,bloomfield,allambee street,grandview,mitcham,5290,nsw,19150202,6350104
rec-398-org,thomas,reid,booroondara street,locn 1025,pampas,2086,qld,19570305,8218296
rec-1782-dup-2,ameila,blake,halfrey circuit,,shoalhaven heads,6162,sa,19880506,4642758
rec-29-dup-0,aidan,horsley,rosenthal street,wattle brae,irvingdale,3082,vic,19161004,9900834
rec-276-org,tabitha,boschma,osborne place,port 124,taren point,3205,vic,19450311,9358031
rec-326-org,jack,kubenk,dryandra street,ravensfield,mclaren vale,2106,vic,19860307,8987466
rec-1302-dup-0,graec,szocinski,neeld alce,treasalee,wyoming,3501,wa,19670723,9584513
rec-498-dup-0,jasmne,hodgeens,burttcrescent,yammacoona,maryborough,6006,qld,19970618,8417307
rec-1648-org,bailee,dent,maddock place,jingara,nowra,4171,qld,19950112,4080299
rec-532-dup-2,,rundle,beaumont c lose,,coonabavrabran,4020,vic,19640105,8384590
rec-190-dup-1,mason,zachary,,st john of g od hospital,camira,2120,qld,19300102,1373543
rec-1270-org,max,burman,minter place,mooresley,nunawading,7011,nsw,19940510,5401824
rec-452-dup-0,judah,jeffries,condamin e street,tinaroo falls,canterbury,2162,nsw,19350906,6982133
rec-1014-org,michael,laverty,lenehan street,sennocke,suffolk park,2208,vic,19631213,9807797
rec-1492-dup-2,eliza,tiffin,brawn place,,northbridge,2017,vic,19131019,9311089
rec-280-org,,stubbs,jardine street,delmar,greenacre,3198,vic,19190221,5139556
rec-1109-dup-3,harrison,schumann,monaro crescent,donnelly rvr villg,oakleigh,2281,nsw,19991013,9551413
rec-1931-dup-2,aimee,trzconski,jacobs street,blue hills,frankston,2198,nsw,19280418,8941279
rec-187-dup-1,emiily,bullock,ivo whitton circuit,kacwdoo,blackburn north,3906,nsw,19470901,2457694
rec-1314-dup-1,lachlan,hyland,colebatch place,penquiteroad,new lambton heights,4305,qld,19340129,6484656
rec-684-org,ethan,pringle,o'connell street,canberra hse,urana,5108,tas,19510914,6472293
rec-904-dup-1,flynn,cresp,nambucc a street,rowethorpe,sandy bay,2768,vic,19761117,2624663
rec-1138-dup-1,jaykob,clarke,mileham st reet,kimbreley,daby,2107,wa,19000919,9245272
rec-1280-dup-0,mason,caitlin,oakey creek road,moodnah,newstead,3035,nsw,19250317,2470308
rec-375-dup-1,webb,sam,deamer crescent,belaradah,west lakes shore,2570,wa,19880611,4408444
rec-75-dup-2,samara,willing,,cool inda,concord,3765,nsw,19270204,1045315
rec-1963-dup-0,jade,browne,noble clse,circle h,avoca,3180,qld,19921015,1314590
rec-1028-dup-0,,,,woorinyan,riverwood,3749,qld,19180205,9341716
rec-992-org,casey,dent,lubuma place,tressing fields,st ives,5171,vic,19210430,8293083
rec-1825-org,william,mcclelland,sparkes close,opal cove resort,bowen mountain,6100,wa,19620103,1937435
rec-373-org,joshua,harbottle,mainwaring rich circuit,uralgurral,belmont,5098,qld,19930324,2785166
rec-1620-dup-2,rosa,prar,nicholson crescent,vill 32,mountf evelyn,2200,nsw,19080409,8467968
rec-901-org,beau,tongyode,dingo flats,tourist park,gray,3620,vic,19071010,8299710
rec-80-dup-0,karla,rump,hilder street,killarney,normanhurst,3219,wa,19010414,4005188
rec-533-org,zachary,owerko,bendigo street,maroubra beach,maclean,2756,vic,19470101,4914201
rec-1620-dup-1,parr,rosa,nicholson crescent,villa 32,mount evelyn,2200,nsw,19080409,8467968
rec-1870-org,shelbey,matthews,learmonth drive,dolphin arcade,sanctuary point,2289,nsw,19440419,3598907
rec-1092-dup-1,lucsa,ryan,walker crescent,brackengrae,belrose,5024,vic,19840323,6371124
rec-849-org,tyler,morrison,captain cook crescent,warraberry,rowville,6056,qld,19840630,1518425
rec-719-org,jassim,pasaricek,carron street,posetto,yunta,2210,sa,19861109,8613365
rec-1720-dup-0,,kiss,pialligo avenue,caravn park,,2530,vic,19310218,3431125
rec-1247-dup-0,webb,xani,len water ss ctreet,willmont park,boweral,2615,wa,19911101,8286026
rec-1662-dup-0,jenna,rodaro,livingston avenue,st franis room,mooroolbark,3977,qls,19830926,8979554
rec-1850-dup-3,aidan,blackcwell,crosshills,eddy crescent,white patch,2121,vic,19980911,5406026
rec-1543-dup-4,campbell,matthews,derrington crescent,the meajdows,centennial park,2073,nsw,19750315,3771528
rec-1806-org,chloe,lovelock,healy street,wandary hill,springvale south,2528,act,19370419,8539701
rec-426-dup-1,annabdlle,weetra,firbank close,fronda,riverhills,2025,sa,19490420,4285598
rec-1549-org,luke,snelling,postle circuit,white lodge,penrith,2283,nsw,19310131,3695855
rec-1714-org,joel,bishop,mcluckie crescent,allawah flats,branxton,2340,,19880214,5188002
rec-668-dup-3,maddisvn,braithwaite,rosman circuit,,nhill,7237,nsw,19080131,9913172
rec-1957-org,ella,cannell,mainwaring rich circuit,kincumber nautical vlge,asquith,4075,nsw,19570915,2076456
rec-735-org,kelsy,ketelaars,eldershaw place,brindabella specialist centre,burrum heads,7249,qld,19200423,9930712
rec-631-dup-0,marcus,rei,geil s court,cambri vlge,narembjrn,6020,nsw,19400624,3592731
rec-244-dup-0,liam,laing,theodore street,,padstow,6004,vic,19391123,4137134
rec-151-org,sonja,kleve,dallachy place,copely,keon park,4362,nsw,19880528,7042108
rec-1737-org,george,blam,mcdonald street,burnside,mount eliza,6567,vic,19730806,3873535
rec-105-org,joel,ejlak,eppalock street,brentwood vlge,taigum,2644,nsw,19351102,1021508
rec-288-dup-2,natalia,george,glenview,woollum street,morweul,6056,wa,19540306,7746839
rec-382-org,isabella,nguyen,wilshire street,erinsvale,rose bay,6207,vic,19760517,8693348
rec-583-org,meg,fauser,bimbiang crescent,garden creek,labrador,4034,qld,,3103165
rec-1797-dup-0,liersch,michael,hallstrom circuit,,northampton,4405,nsw,19360816,8185284
rec-1889-dup-0,danik a,alhabsji,ewing street,oak dale,toowoomba,2161,vic,19020325,2643761
rec-1232-dup-2,connor,rawlings,corin pace,oxford,kuraby,4216,qld,19330925,2464828
rec-1374-org,bailey,dogg,atherton street,golden lea,orange,6014,vic,19470823,3660677
rec-1126-dup-1,elton,waller,blacket street,,st kilda east,3221,wq,19920706,7876568
rec-281-org,joshua,leppard,murranji street,villa 19,erindale,6057,vic,19490620,2307117
rec-698-dup-1,bradley,bishop,newman morris circuit,shiloah,wickepih,2711,wa,19420604,2961403
rec-1364-dup-3,demie,madigan,fawkne street,evergreen,bunyip,6007,sa,19940729,5071854
rec-129-org,timothy,ebert,devonport street,mount patrick,somerset,6105,nsw,19450222,4573952
rec-187-dup-4,emiily,bullock,ivo whitto n circuit,kacadoo,blackburn north,3746,nsw,19470901,2457694
rec-600-org,kyle,bizjak,ferrier place,yarrimbah,boyanup,3074,nsw,19701103,5773280
rec-533-dup-2,zachary,owerko,bendigo ttreet,maroubra beach,maclean,2756,vic,19470101,4914201
rec-106-dup-2,mackenzie,nicolle,snowden place,windsor lodge,greenhill,2152,nsw,19420118,2858815
rec-1944-org,izaac,quill,lexcen avenue,lochenfels,redbank plains,2731,wa,19600320,9582347
rec-1600-org,tahlia,vacchiani,newland street,tahmoor,blackbutt,2304,qld,19041007,5476244
rec-1156-dup-2,grossman,tara,denovan circuit,greigs flat,eastern heights,2560,qld,19500910,2324149
rec-943-dup-3,williiam,dowley,terewah circuit,,poolaijelo,4108,sa,19230716,7001131
rec-216-dup-4,olivia,felmingham,anglissp lace,cranbrook,annandale,2604,nsw,19860811,5148092
rec-1959-org,jasmyn,seehusen,alfred hill drive,sun city resort,elwood,3496,vic,19440409,4444319
rec-249-dup-2,joshua,villeiqrs,goyder street,loughmore,adelaide,2484,vic,19730628,9653869
rec-177-dup-0,joshuaz,parr,,corcoran,bungwahl,2777,vic,19950525,7710315
rec-1174-org,benjamin,akkermans,macedon crescent,,regentville,4507,sa,19940816,6687966
rec-286-dup-0,dominic,flockhart,oxley street,clear creek,norhtgate,3000,wa,19890621,5173538
rec-922-dup-0,seamus,nguyen,,chobe,yarraville,2107,wa,19960816,9574103
rec-1073-dup-1,zachary,clarke,port jackson circuit,masonic memorila village,minchinbury,4470,sa,19731003,4301419
rec-1173-org,david,huddy,mina wylie crescent,,thornbury,3281,qld,19840327,3069553
rec-64-org,tyler,statton,paul coe crescent,belgrave arcade,kingston,3179,vic,19701224,9336789
rec-1331-org,benjamin,brock,rossarden street,north road,mosman,3953,qld,19601113,6718212
rec-195-org,kirra,berry,davenport street,bryntirion,rylstone,4703,wa,19530221,1915716
